ID	Reference	Second Reference	Text	Attribution	Possible Source	First mentioned	Variant	Second Variant
557	Ps 61:9		Συναγωγὴν οὐ μερικήν τίνα λέγει, καθὰ καὶ πάλαι Μωσῆς	Cyril of Alexandria		V:51		
558	Ps 61:10		Ἑκάστου ἡμῶν ἐν τῷ κρυπτῷ ζυγός τίς ἐστι		Basil of Caesarea, Theodoret of Cyrrhus	IV:478-479		
559	Ps 61:10		Ματαιοὶ δὲ κατὰ τὸ ἀληθὲς “οἱ υἱοὶ τῶν ἀνθρώπων”, τουτέστιν οἱ μόνα φρονοῦντες	Cyril of Alexandria	Cyril of Alexandria	III:459		IV:336
560	Ps 61:10		Ὅρα κἀνταῦθα τὸν προφήτην τὸν βίον τὸν ἀνθρώπινον			II:152		V:280
561	Ps 61:10		Πολλοὶ γάρ εἰσιν κακῶς ἐνταῦθα διακείμενοι καὶ ἀσωτίᾳ καὶ μέθῃ			IV:337		
562	Ps 61:10		Τοῦ συνάξαι τὸν πλοῦτον ἑαυτόν.			II:35		
563	Ps 61:11		Αὕτη σοι ἐμποδίζει πρὸς πᾶσαν ἐνέργειαν καὶ ἐπὶ ἅρπαγμα			II:192		
564	Ps 61:11		Ἐν τῷ πλούτῳ.			III:220		
565	Ps 61:11		Πᾶν μὲν γὰρ ἅππαγμα (sic) καὶ ἀδίκημα πρὸς μὲν τὸ παρὸν			II:35		
566	Ps 61:11		Πρὸς τοὺς ὁμοφύλους οἱ Μακκαβαῖοι λέγουσι Μὴ ἐλπίζετε			II:192		
567	Ps 61:11		Τὰ γήϊνα πάθη παραινεῖ ἐξουθενεῖν.			II:152		V:280
568	Ps 61:12-13		Ἀποδίδωσιν ἑκάστῳ κατὰ τὸ ποιόν, ἀγαθὸν ἀγαθῷ		Didymus of Alexandria	I:183-184		
569	Ps 61:12-13		Ἤκουσά φησι· ἀπέφηνά μου τοῦ θεοῦ τῶν ὅλων ὅτι κρίσις ἔσται	Adrian, Asterius	Adrian	II:370		IV:276
570	Ps 61:12-13		Ὅτι πάντων κρύπτει ὁ θεὸς μετὰ ἐλέους καὶ φιλανθρωπίας.			IV:23		
571	Ps 61:12-13	Ps 61:12	Τὸ ἅπαξ ἐπὶ τοῦ ἀμεταβλήτου καὶ ἀντὶ τοῦ βεβαίως.	Adrian, Asterius	Adrian	II:370	II:192	IV:276
572	Ps 61:12-13		Τὸ ἅπαξ τὸ βέβαιον παρίστησι τῶν δύο.			IV:23		
573	Ps 61:12-13		Ὡς λέγομεν ὅτι ἅπαξ με συνέτυχεν ὁ δεῖνα			IV:479		
574	Ps 61:12		Ἀπεφήνατό φησιν ἅπαξ ὁ θεὸς καὶ τοῦτο μὴ γενέσθαι	Hesychius of Jerusalem		V:205		
575	Ps 61:12	Ps 361:12-13	Δύο ἤκουσα· ποῖα; ὅτι δυνατὸς ὁ θεὸς ἐν τῇ κρίσει ὁ αὐτὸς καὶ ἐλεήμων.	Basil of Caesarea	Basil of Caesarea	III:62		III:109, IV:191, IV:205, IV:216, IV:220
576	Ps 61:12		Ἓν ἐλἀλησεν ὁ θεὸς καὶ δεὐτερον ἤκουσα.		hexapla	II:152 = II:229		
577	Ps 61:12	Ps 61:12-13	Τὸ ἅπαξ ἐπὶ τοῦ ἀμεταβλήτου κεῖται· ἀντὶ τοῦ βεβαίως ἀπεφἠνατο	Adrian, Asterius	Adrian	II:192	II:370	IV:276
578	Ps 61:12	Ps 61:12-13	Ὡσεὶ λέγοιμεν· ὁ δεῖνα ἅπαξ μέν μοι συνέτυχε, περὶ δὲ διαφόρων διελέχθη	Basil of Caesarea, Theodotion		III:63		III:109, III:372, IV:67, IV:191, IV:205, IV:216, IV:220, IV:307
579	Ps 61:13		Οὐκ εἶπεν γὰρ ἀποδίδως ἀλλ’ ἀποδώσεις, ἵνα τὴν ἀπόδοσιν			II:50		
580	Ps 75 hypothesis		Τὴν ἀποβολὴν τοῦ λαοῦ ἐν τῷ πρὸ τούτου εἰπὼν ψαλμῷ			IV:338-339		
581	Ps 75 title		Λέγει δὲ καὶ περὶ τῆς ἐνανθρωπήσεως τοῦ θεοῦ λόγου.			III:310 = IV:26		V:250
582	Ps 75:1		Ἐμφαίνει δὲ καὶ τὴν κατὰ τῶν Ἀσσυρίων δικαίαν κρίσιν	Eusebius of Caesarea, Theodoret of Cyrrhus		II:193-194		
583	Ps 75:2-3	Ps 75:2	Ἡνίκα δὲ καὶ ἐκ παρθένου ἐτέχθη ὁ τὴν ἐκείνων ἐκδίκησιν			IV:26	III:310	V:250
584	Ps 75:2-3	Ps 75:3	Σαφέστερον δ' ἄν τις νοήσειε τὸ “ἐγενήθη ἐν εἰρήνῃ ὁ τόπος αὐτοῦ”			IV:26	III:310	V:250
585	Ps 75:2		Ἢ Ἰουδαίαν λέγει ψυχὴν ἐξομολογουμένην· Ἰουδαία γὰρ ἐξομολόγησις		Hesychius of Jerusalem (Jagić)	III:65		
586	Ps 75:2	Ps 75:2-3	Ἡνίκα δὲ καὶ ἐκ παρθένου ἐτέχθη, οὐ μόνον ἐπὶ γῆς ἐβάδισεν			III:310	IV:26	V:250
587	Ps 75:3	Ps 75:2-3	Σαφέστερον δὲ τὸ “ἐγηνήθη ἡ εἰρήνη"· ”αὐτός γάρ ἐστι			III:310	IV:26	V:250
588	Ps 75:3		Τουτέστι ὅτι Σιὼν ἐν ᾧ κατοικεῖ εἶτα διδάσκει πῶς			IV:435		
589	Ps 75:4-7	Ps 75:5	(…) ἡνίκα ἐν μιᾷ καιροῦ ῥοπῇ τοὺς πάντας ἀπώλεσεν ἐν τοῖς τῆς Σιὼν ὄρεσι			IV:26	III:310	V:250
590	Ps 75:4		Καθάπερ καὶ τὴν τῶν δαιμόνων φάλαγγα			III:310		
591	Ps 75:4		Κράτη δὲ καὶ τόξα[ ]κείμενα[ ]φησι.			III:221		
592	Ps 75:4		Ὅτε τοῦ σταυροῦ τῷ τόξῳ τὰ<ς> χειροθέτους νευρὰς			II:153		
593	Ps 75:4		Ὅπλον ὁ Σατανᾶς, ῥομφαία οἱ δαίμονες, πόλεμος			II:51		
594	Ps 75:4		Τὸν διάβολον, τὸν ᾍδην καὶ τὸν θάνατον.			II:35		
595	Ps 75:5-7		Ἱππαζομένου γὰρ τοῖς ἀποστόλοις, τὸ εὐαγγελικὸν διὰ τάχους		Didymus of Alexandria	I:188-189		
596	Ps 75:5		Ἀγγελικῶν οἶμαι δυνάμεων αἳ συνεργοῦσιν ἡμῖν πρὸς	Gregory of Nazianzus	Gregory of Nazianzus	II:99		II:153, III:460, IV:278, IV:338
597	Ps 75:5		Ἀντὶ τοῦ χαροποιεῖς· ὥσπερ γὰρ τὰς συμφορὰς σκότος			II:194		
598	Ps 75:5		Γράφεται· καὶ εὗρον οὐδέν· ἐν ἄλλῳ· καὶ οὐχ εὗρον οὐδέν		hexapla	II:70		
599	Ps 75:5		Ἔθος τῇ γραφῇ ὄρη καὶ βουνοὺς τοὺς ἀγγέλους καλεῖν καὶ ἀποστόλους	Didymus of Alexandria, Cyril of Alexandria, Severus of Antioch, Hesychius of Jerusalem	Severus of Antioch	III:185		V:53
600	Ps 75:5		Ὄρη αἰώνια ἐκαλοῦντο τοῦ ᾍδου τὰ στερεώματα.			II:194		
601	Ps 75:5	Ps 75:4-7	Ὄρη δὲ λέγει τοὺς ἐφεστῶας κατ' ἐκεῖνον τὸν καιρὸν			III:310	IV:26	V:250
602	Ps 75:5		Ὄρη προφῆται καὶ ἀπόστολοι διὰ τὸ ὑψηλὸν τῆς ἑνούσης		Cyril of Alexandria	III:66		III:110, IV:206
603	Ps 75:5		Τὰς γραφὰς ἡμῖν θαυμαστῶς διανοίγεις <διὰ> τῶν προφητῶν	Theodoret of Cyrrhus	Evagrius	II:99	III:149	IV:338
604	Ps 75:5		Τουτέστι διδάσκεις ἡμᾶς καὶ θαυμαστῶς διανοίγεις ἡμῖν	Theodoret of Cyrrhus	Evagrius	III:149	II:99	IV:338
605	Ps 75:6		“Σὺ φοβερὸς εἶ καὶ τίς ἀντιστήσεται” τῷ προσώπῳ σου	Athanasius of Alexandria		V:187		
606	Ps 75:6		Καὶ Ἰουδαῖοι δὲ ὁμοίως, διὰ τί τοῦ καὶ Οὐεσπασιανοῦ			III:310		
607	Ps 75:6		Καλῶς οὖν παραινεῖ ὁ σοφὸς λέγων· “μὴ δῷς ὕπνον τοῖς ὄμμασι”		Evagrius	IV:308		
608	Ps 75:6		Οἱ Ἀσσύριοι δηλαδή.			III:310		
609	Ps 75:6		Οἱ πολέμιοί φησιν.	Theodoret of Cyrrhus		III:185		III:206, III:221, V:53
610	Ps 75:6		Οὐ μόνον δὲ ἐκεῖνοί φησι ἀλλὰ καὶ οἱ τὸν κύριον τῆς δόξης			III:310		
611	Ps 75:6		Πάντες οἱ δαίμονες τῶν Φαρισαίων καὶ γραμματέων ἔδωκαν			IV:339		
612	Ps 75:6		Τοῦτο δὲ λέγει ὁ προφήτης περὶ τῶν τηρούντων τὸν ζωοποιὸν			IV:339		
613	Ps 75:7		Ἀπέθανόν φησιν.			III:221		
614	Ps 75:7	Ps 78:6	Εἶπε τὸ τιμιώτερον μέρος τῶν ὁπλιζόντων λαῶν			II:194		II:134
615	Ps 75:8		Ἀφ' οὗ ἤρξαντο ἁμαρτάνειν ἀλλ' ἐμακροθύμεις.			IV:25		
616	Ps 75:8		Δηλονότι τῶν ἁμαρτανόντων.			III:310		
617	Ps 75:8		Καθάπερ καὶ τῶν ἠσεβηκότων καὶ μετὰ τὴν οἰκονομίαν			III:310		
618	Ps 75:8	Ps 78:6	Τὴν πρὸς τὴν κακίαν ἐναντιότητα τῆς τοῦ θεοῦ βουλῆς		Adrian	II:194		II:203
619	Ps 75:9-10	Ps 75:9	Ἐνταῦθα τὸ φοβερὸν αἰνίττεται κριτήριον διὰ πάντων	Didymus of Alexandria, Cyril of Alexandria, Ephrem, Hesychius of Jerusalem, Athanasius of Alexandria		III:221	III:185	V:53
620	Ps 75:9-10	Ps 75:9	Ἰστέον ὅτι “ἀπὸ τότε ἡ ὀργή σου” τὸ φοβερὸν αἰνίττεται κριτήριον	Didymus of Alexandria, Cyril of Alexandria, Ephrem, Hesychius of Jerusalem, Athanasius of Alexandria		III:185	III:221	V:53
621	Ps 75:9-10		Τότε δὲ τοῦτο γέγονεν ἀλλ’ ἢ ὅτε τὸν Ἀδὰμ καὶ τὴν Εὔαν			II:51		
622	Ps 75:9		Ἄνωθεν ἐκφέρεις ὡς κριτὴς τὰς κρίσεις κατὰ τῶν ἁμαρτανόντων.		Theodoret	IV:25		
623	Ps 75:9		Γῆ τροπικῶς ὁ διάβολος ὁ ἀπογεννηθεὶς τῇ κακίᾳ.	Arsenius	Arsenius	IV:206-207	II:193	
624	Ps 75:9		Εὐστάθεια ψυχῆς ἀρετὴ τὰς ταύτης ἑνοῦσα δυνάμεις κινήσεως		Didymus of Alexandria	I:268-269		
625	Ps 75:9		Τροπικῶς ὁ διάβολος ὁ ἀποκαιωθεὶς τῇ κακίᾳ.	Arsenius	Arsenius	II:193	IV:206-207	
626	Ps 75:10		Πραεῖς δὲ λέγει τοὺς ζῶντας ἐν ἡσυχίᾳ.		Hesychius of Jerusalem (Jagić)	II:35		
627	Ps 75:11-13		Ἐγκατάλειμμα ἢ τὸ βραχὺ τῶν λογισμῶν.		Theodoret of Cyrrhus	IV:25		
628	Ps 75:11-13	Ps 75:12-13	Καὶ αὐτὸς δὲ διὰ θανάτου παθῶν σαρκὶ τὸν θάνατον			IV:27	III:311	
629	Ps 75:11		Ἀλλ' ὅλην ἁπλῶς τὴν ἐνθύμησιν· τοῦτο γὰρ θέλει			III:310-311		
630	Ps 75:11		Θεοδώρητος δέ φησι ὡς ἀπὸ τῶν υἱῶν Ἰσραὴλ μετὰ τὴν ἀναίρεσιν	Theodoret of Cyrrhus	Theodoret of Cyrrhus	I:193-194		
631	Ps 75:11		Ὁ γὰρ θεὸς ἡμῶν καὶ τὰς ἐνθυμήσεις καὶ τὰ διανοήματα ἡμῶν			III:149		IV:338, IV:387, IV:435
632	Ps 75:11		Οἱ δίκαιοι περὶ ἐνθυμήσεων ἐξομολογοῦνται τῷ θεῷ.			II:36		
633	Ps 75:11		Ὅμοιον τῷ καὶ μεταξὺ τῶν λογισμῶν κατηγορούντων			II:194		
634	Ps 75:11		Ὑστέρημα διανοήματος διαβολικοῦ.	Origen	lexeis	III:149	II:51, II:194	
635	Ps 75:11		Ὑστέρημα διανοήματος καθολικῶς ἐκστήσει σοι	Origen	lexeis	II:194	II:51, III:149	
636	Ps 75:11		Ὑστέρημά φησι διανοήματος ἀποδώσω σοι, φανερῶ σοι	Origen	lexeis	II:51	II:194, III:149	
637	Ps 75:12-13	Ps 75:11-13	Καὶ αὐτὸς δὲ διὰ θανάτου παθῶν σαρκὶ τὸν θάνατον			III:311	IV:27	
638	Ps 75:12-13		Κύκλῳ αὐτοῦ, οἱ ἅγιοι δηλονότι.		Hesychius of Jerusalem (comm. magn.)	V:53		
639	Ps 75:12		Ἐν ἁγνείᾳ ὤφθηται αὐτῷ τουτέστι σώματι καὶ ψυχῇ			II:51		
640	Ps 75:12		Οἱ πιστοὶ τὰ καλὰ ἔργα.		Hesychius of Jerusalem (Jagić)	II:36		
641	Ps 75:13		Μήτι ὑφέλῃς, φησί, τῆς σῆς ἐπαγγελίας ἵνα μὴ πάθῃς τὰ Ἀνανίου	John Chrysostom		IV:206		V:18
642	Ps 76 hypothesis		Ὡς μετὰ τὴν ἐπάνοδον ἐσχημάτισται ὁ ψαλμός.		Theodoret of Cyrrhus	III:186		III:207, V:54
643	Ps 76 title		Ἐν τῷ παρόντι ψαλμῷ προτρέπεται ὁ προφήτης πάντα			III:150-151		II:131, IV:340, IV:390
644	Ps 76 title		Εἴρηται δὲ καὶ ἐκ προσώπου τῶν διὰ μεταμελείας			III:311	IV:29	V:250
645	Ps 76 title		Εἴρηται δὲ καὶ ἐκ προσώπου τῶν διὰ μεταμελείας			IV:29	III:311	V:250
646	Ps 76:1		Ἀδημονοῦντι τῷ Ἰδιθοὺμ ἐπὶ τῷ πρὸ τούτου ψαλμῷ ὑπὸ Ἀσὰφ			V:109		
647	Ps 76:2-4	Ps 76:hyp	Ἄγιος γὰρ εἰσάγεται διὰ παντὸς τοῦ ψαλμοῦ.		Didymus of Alexandria	I:204		
648	Ps 76:2		Κραυγὴν λέγει τὴν τῆς ψυχῆς προθυμίαν.			III:151		IV:340
649	Ps 76:2		Οὐ τὸν τόνον λέγει τοῦ πνεύματος, ἀλλὰ τὴν συντεταμένην διάνοιαν.	Photius		V:55		
650	Ps 76:2		Τὴν σπουδαίαν αἴτησιν δηλοῖ.		Theodoret of Cyrrhus	III:186		III:207, III:222, V:54
651	Ps 76:3-4	Ps 76:8	Μόνον θεὸν ἀναπολήσας καὶ μνησθεὶς αὐτοῦ ἐν τοῖς ὀδυνηροῖς	Didymus of Alexandria	Didymus of Alexandria	III:69		IV:207, IV:388, IV:437
652	Ps 76:3		Βαλὼν δὲ τὴν χεῖρα εἰς τὴν πλευρὰν τοῦ ζωοδότου ἀνεβόησεν			III:151		IV:340, IV:390, IV:437
653	Ps 76:3		Διὰ τὸ ὑποσκελίζειν τὰ διαβήματά μου ταῖς ἁμαρτίαις			II:195		
654	Ps 76:3		Ἔλεγεν γὰρ ὁ Θωμᾶς μετὰ τὴν ἀνάστασιν· Ἐὰν μὴ ἴδω ἐν ταῖς χερσὶν			III:151		IV:340
655	Ps 76:3		Νύκτα δὲ ὀνομάζει τὴν τότε καλύψασαν τοὺς Ἰουδαίους ἀπιστίαν.			III:151		IV:340
656	Ps 76:3		Ὁ γὰρ τῶν φαύλων ἐνθυμήσεων καὶ τῶν πονηρῶν λογισμῶν	Origen	Evagrius, catena (reader/compiler)	IV:340-341		
657	Ps 76:3		Περὶ τοῦ Θωμᾶ λέγει διὰ τὴν ψηλάφησιν.			II:195		
658	Ps 76:3		Τὸ οὐκ εἰς κενὸν ἐκοπίασα.			IV:280		
659	Ps 76:3		Τοῦτο εἰς τὸν ἀποστολικὸν ἀνάγεται χορόν· ἐν θλίψει γὰρ			III:151		IV:340
660	Ps 76:4	Ps 76:3-4	Ἐάν ποτε συμβῇ σοι λυπηρὸν καὶ ἴδῃς σεαυτὸν ὑπὸ τῆς λύπης	John Chrysostom		III:462		IV:340, IV:389, IV:437
661	Ps 76:4		Ταύτην γὰρ οἶδε μνήμην θεοῦ καὶ εὐφροσύνην ψυχῶν.			III:311-312		
662	Ps 76:4		Τὸ “ἠδολέσχησα” ἀντὶ τοῦ εἰς ὀλιγωρίαν κατεφερόμην νόει.			IV:481		
663	Ps 76:4		Ψηλαφήσας γὰρ τὴν τοῦ κυρίου πλευρὰν ἔγνω αὐτὸν			II:36		
664	Ps 76:5-6		Καὶ ἠδολέσχησε τὸ πνεῦμά μου.			IV:481		
665	Ps 76:5		Εἰ καὶ ἐταρασσόμην, φησί, ὑπὸ τῶν ἐναντίων ἐνθυμήσεων		Hesychius of Jerusalem (Antonelli)	III:151		IV:340, IV:390
666	Ps 76:5		Καὶ τὸ "μακάριοι οἱ δοῦλοι ἐκεῖνοι οὓς ἐλθὼν			IV:481		
667	Ps 76:5		Φύλακας· πάντες οἱ ἐχθροί σου.			IV:280		
668	Ps 76:7	Ps 76:8-9	Σκάλ<λ>ω τὸ διερευνῶ. Διερευνῶν καὶ βασανίζων τοὺς ἐμαυτοῦ λογισμούς			III:462-463	IV:389-390	IV:340, IV:437, IV:481
669	Ps 76:7		Τὸ ἠδολέσχουν ἀντὶ τοῦ· συνεχῶς ἐμελέτων.			IV:193		
670	Ps 76:8-9	Ps 76:7	Σκά<λ>λω τῷ διερευνῶ, διερευνῶν καὶ βασανίζων τοὺς ἐμαυτοῦ λογισμούς.			IV:389-390	III:462-463	IV:340, IV:437, IV:481
671	Ps 76:9-11		Ἀπὸ γὰρ βασιλευομένης βασιλείας εἰς αἰχμαλώτων μοῖραν		Peter of Laodicea	IV:28		IV:29
672	Ps 76:9	Ps 76:10-11	Ἐγὼ δὲ οἶδα ὅτι ἐθέσπισε τὸ ῥῆμα τοῦτο τοῦ ἐλεεῖν ἀδιαλείπτως			III:151		IV:340, IV:390, IV:437
673	Ps 76:11	Ps 76:10-11	Ἡ κατάλληλος καὶ ἐπάλληλος τῶν θείων θεωριῶν παραλλαγή.	Theodoret of Cyrrhus	lexeis	II:71	II:258	II:100, II:131, II:292, IV:280, IV:390
674	Ps 76:11	Ps 76:10-11	Ἡ κατάλληλος τῶν θείων θεωριῶν παραλλαγή.	Theodoret of Cyrrhus	lexeis	II:258	II:71	II:100, II:131, II:292, IV:280, IV:390
675	Ps 76:11		Ἡ τοῦ υἱοῦ τοῦ θεοῦ ὑπόστασις ποιοτήτων ἀμέτοχος	Didymus of Alexandria	Didymos	I:204-205		
676	Ps 76:11	Ps 76:10-11	Ἤρξω τίνος; τοῦ νοεῖν ὀρθῶς καὶ ἐπιστημονικῶς	Cyril of Alexandria	Cyril	III:463		IV:340, IV:390, IV:437
677	Ps 76:11		Καὶ οὐ μόνον δὲ ἀλλὰ καὶ “μελετήσω ἐν πᾶσι τοῖς ἔργοις σου”.			III:312		
678	Ps 76:12-18	Ps 76:18	Καλῶς δὲ εἰρῆσθαι καὶ ταῦτα ἂν νοήσειεν ἕκαστος			IV:29	III:312	V:250
679	Ps 76:12		Τῶν ἐξ ἀρχῆς γεγενημένων σημείων φησίν.		Theodoret of Cyrrhus	III:186		III:207, V:54
680	Ps 76:15-16		Γνωρίζει τοίνυν τὴν δύναμιν ἑαυτοῦ ἐμφανίζων αὐτὴν		Didymus of Alexandria	I:205		I:318
681	Ps 76:15-16		Πληρουμένης τῆς εἰπούσης προφητείας· καὶ ὁ γειώρας		Didymus of Alexandria	I:206		I:318
682	Ps 76:15	Ps 76:12-18	Βραχίονα δὲ λέγει τὸ στερρὸν καὶ ἀμετάθετον τῆς τοῦ θεοῦ προμηθείας.			III:312		IV:29, V:250
683	Ps 76:15		Διὰ τῶν ἀποστόλων εἰς τὰ ἔθνη.			II:153		
684	Ps 76:15	Ps 76:1	Δύναμιν καὶ βραχίονα νοήσεις τὸν υἱὸν τοῦ θεοῦ.	Didymus of Alexandria, Eusebius of Caesarea, Cyril of Alexandria		III:187		III:207, III:222, V:54
685	Ps 76:15		Τὸν Χριστόν.			II:195		
686	Ps 76:16		Βραχίων τοῦ πατρὸς ὁ υἱός.		Hesychius of Jerusalem (comm. magn.)	II:101		
687	Ps 76:16		Τῇ δυνάμει σου τούτοις τῆς Αἰγυπτίων δουλείας ἀπήλλαξας.		Theodoret of Cyrrhus	III:71		III:110, IV:70, IV:207, IV:221, IV:309, IV:388, IV:437
688	Ps 76:17		Ἡνίκα “συνέδησε τοὺς ἄξονας τῶν ἁρμάτων” καὶ κατήγαγεν	Theodoret of Cyrrhus		III:463		IV:340
689	Ps 76:17		Ὁδοῦ γὰρ εἶναί φησι τοῦ θεοῦ τῆς ἀληθείας οἰκονομίας	Cyril of Alexandria	Cyril of Alexandria	V:55		
690	Ps 76:17		Περὶ τοῦ βαπτισμοῦ τοῦ Χριστοῦ ἡ ῥῆσις.			II:71		II:101, II:153, ΙΙΙ:151
691	Ps 76:17		Πότε αὐτὸν ἰδόντα τὰ ὕδατα ἐφοβήθησαν ἢ ὅτε προσέταξεν		Athanasius of Alexandria	IV:341		
692	Ps 76:17	Ps 76:12-18	Σὺ γὰρ μικρόν, ὦ δέσποτα, διαρρήξεις καὶ τὸ στῖφος			III:312		IV:29
693	Ps 76:18	Ps 76:17	Ἀπὸ προσώπου κυρίου ἐσαλεύθη ἡ γῆ· τόδε ἦν ἡ τῶν Ἑβραίων ὁδηγὸς		Apollinarius of Laodicea	I:197		I:318, II:371, IV:280
694	Ps 76:18		Νεφέλαι καὶ βέλη Χριστοῦ οἱ ἀπόστολοι τὴν εὐσέβειαν			II:195		
695	Ps 76:18		Νεφέλαι οἱ ἀπόστολοι, φωνὴ τὸ κήρυγμα.		Hesychius of Jerusalem (Jagić)	II:36		
696	Ps 76:18	Ps 76:12-18	Νοήσειε δ' ἄν τις ταῦτα καὶ περὶ τῶν ἀποστόλων			III:312	IV:29	V:250
697	Ps 76:18		Παρέλκει τὸ γὰρ ἀντὶ τοῦ [σοῦ]· “καὶ τὰ βέλη σου διαπορεύονται		Adrian	II:195-196		
698	Ps 76:18	Ps 76:17	Σεισμοὺς δὲ γεγονότας ἐν Ἰσραὴλ ἐξόδῳ	Apollinarius of Laodicea	Apollinarius of Laodicea	I:198		I:318, II:371, IV:280
699	Ps 76:18	Ps 76:17	Τῆς θείας γὰρ ὁδηγούσης τὸν Ἰσραὴλ πάντα συνεκινεῖτο	Apollinarius of Laodicea	Apollinarius of Laodicea	I:198		I:318, II:371, IV:280
700	Ps 76:18		Ὡς καὶ οἱ προφῆται προανεφώνουν· βέλη λέγει καὶ τὰς γλώσσας αὐτῶν.			IV:481		
701	Ps 76:19-20	Ps 76:20	Ἢ ἐβάδισας καὶ ἐν τῇ γῇ τεχθεὶς ἐκ παρθένου			IV:29-30	III:312	
702	Ps 76:19		Ἀστραπαὶ δὲ αἱ ἐντολαί.			II:196		
703	Ps 76:19		Ἐν τῷ κόσμῳ καὶ τοῖς ἀνθρώποις τοὺς ἁγίους μαθητὰς			III:222		
704	Ps 76:19		Ἐνταῦθα περὶ τοῦ Ἰωάννου τοῦ προφήτου προείρηκε	Theodoret of Cyrrhus		III:312		
705	Ps 76:19		Ἡ θαυματουργία σου δηλονότι.		Theodoret of Cyrrhus	III:187		III:207, III:222,  V:54
706	Ps 76:19	Ps 76:18-19	Ἢ καὶ τὸν σύμπαντα κόσμον.			III:463		IV:340, IV:390
707	Ps 76:19		Οἱ ἐν τῇ γῇ οἰκοῦντες ἄνθρωποι.			III:187		III:207, III:222, V:54
708	Ps 76:19		Τεραστίων τινῶν μνημονεύει ὁ λόγος.		catena (reader/compiler)	V:146		
709	Ps 76:19		Τὸ δὲ “ἔφαναν αἱ ἀστραπαί σου”· ἀντὶ τοῦ σοῦ τοῦ ἡλίου			III:312		
710	Ps 76:19		Τὸ φῶς τοῦ κηρύγματος καλεῖ ἀστραπήν.			IV:481		
711	Ps 76:19		Τροχοῦ δίκην διὰ τοῦ εὐαγγελίου κυλιομένη τε καὶ κηρυσσομένη 			II:196		
712	Ps 76:19		Φωνὴ βροντῆς ἡ διδαχὴ τῶν υἱῶν τῆς βροντῆς· ἐν τῷ τρόχῳ		Origen	II:70 = II:311		II:101, II:132, II:153, II:230, II:345, III:151, IV:193, IV:280, IV:309
713	Ps 76:20	Ps 76:19-20	Θάλασσαν δὲ καὶ τὸν βίον νοήσει τις· λέγει δὲ ὅτι ποσὶ φιλανθρωπίας			III:312	IV:29-30	
714	Ps 76:20		Ἴχνη τὰς πόας φησὶν καὶ τὰς ὁδούς.		lexeis	II:101		II:153
715	Ps 76:20		Κατὰ δὲ νοῦν αἱ ἐντολαί σου ἐν πᾶσι τοῖς λαοῖς σου.			II:52		
716	Ps 76:20	Ps 76:19-20	Οὕτω καὶ ὁ κύριος ἔφη· Ὅπου εἰσὶ δύο συνηγμένοι εἰς τὸ ἐμόν			III:151-152		IV:340, IV:390
717	Ps 76:20		Φησὶν ἐάν τις περὶ τοῦ κυρίου προηγορεύθη	Apollinarius of Laodicea		V:56		
718	Ps 76:21	Ps 76:20	Ἢ ὅτε περιεπάτησεν ἐπὶ θάλασσαν, τοῦτο προανεφώνησαν			II:196		
719	Ps 76:21		Καὶ ταῦτα μὲν κατὰ τὴν ἱστορίαν, ὁ δὲ βουλόμενος λαμβανέτω		catena (reader/compiler)	V:146		
720	Ps 76:21		Καὶ ὥσπερ πρόβατα οὐκ εἰδότα ὅποι τε ἄπεισι καὶ ὅποι πορεύεται		Theodore of Mopsuestia, Athanasius of Alexandria	IV:175-176		
721	Ps 76:21		Σύ, φησίν, αὐτὸς ὑπάρχεις, δέσποτα, ὁ πάλαι μὲν διὰ Μωυσέως		Athanasius of Alexandria	III:152		IV:340, IV:390
722	Ps 76:21		Ταῦτα δὲ πάντα ἐποίει, παρὼν μὲν καὶ ἐνεργῶν	Apollinarius of Laodicea	Apollinarius of Laodicea	I:199-200		I:318
723	Ps 76:21		Τὸ Μωυσῆ καὶ Ἀαρὼν οὐ δοτική ἐστι πτῶσις, ἀλλὰ γενικὴ			III:71		IV:207, IV:309, IV:388, IV:437
724	Ps 76:21		Τὸν ἐξ ἐθνῶν δὲ λαὸν αὐτὸν διὰ τῶν παθημάτων ἀπάθειαν			III:312		
725	Ps 77:1		Ἤγουν διδάσκει τὰ μὲν φεύγειν, τὰ δὲ κατορθοῦν ὅπερ ἔργον νόμου	Didymus of Alexandria		I:276		I:319
726	Ps 77:1		Τότε μὲν εἰς τὰ τοῦ νόμου, νυνὶ δὲ εἰς τὰ τοῦ εὐαγγελίου.		Hesychius of Jerusalem (Jagić)	II:37		
727	Ps 77:1		Τότε μὲν τοὺς Ἰουδαίους, νῦν δὲ τὸν πιστὸν λαὸν		Hesychius of Jerusalem (Jagić)	II:37		
728	Ps 77:3		Ἀντὶ τοῦ ὅσα ἀκοῇ ἐμάθομεν ἐκ πατέρων.			IV:196		
729	Ps 77:3		Διδάσκει πόθεν ταῦτα μεμάθηκε· "καὶ οἱ πατέρες, φησί, ἡμῶν			III:314		
730	Ps 77:5		Ἢ ὅτι καὶ νόμον ἔδωκε τὸν διὰ Μωσέως.			III:388		
731	Ps 77:5		Πρόσταγμα ἤγουν τὸν τίμιον σταυρόν.			II:199		
732	Ps 77:5		Ὡς ἂν μάθοιεν καὶ φυλάξοιεν ταῦτα.			III:314		
